"ID Cliente","Zona","País","Tipo de producto","Canal de venta","Prioridad","Fecha pedido","ID Pedido","Fecha envío","Unidades","Precio Unitario","Coste unitario","Importe venta total","Importe Coste total"
"C4538","África","Rwanda","Doméstico","Online","Baja","5/10/2024","453863942","6/28/2024","7281","668.27","502.54","4865673.87","3658993.74"
"C8321","África","South Sudan","Frutas","Online","Alta","5/11/2024","832186305","6/29/2024","1276","9.33","6.92","11905.08","8829.92"
"C7505","Asia","Singapore","Ropa","Offline","Crítica","5/12/2024","750512397","6/30/2024","2151","109.28","35.84","235061.28","77091.84"
"C8881","África","Tanzania","Alimento infantil","Online","Media","5/13/2024","888108432","7/1/2024","9876","255.28","159.42","2521145.28","1574431.92"
"C2120","África","Benin","Cosméticos","Offline","Baja","5/14/2024","212019670","7/2/2024","187","437.2","263.33","81756.4","49242.71"
"C1498","Asia","Uzbekistan","Cuidado personal","Offline","Alta","5/15/2024","149803578","7/3/2024","9063","81.73","56.67","740718.99","513600.21"
"C9185","Australia y Oceanía","Nauru","Cárnicos","Offline","Alta","5/16/2024","918515670","7/4/2024","8053","421.89","364.69","3397480.17","2936848.57"
"C2593","África","Sudan","Snacks","Offline","Baja","5/17/2024","259376752","7/5/2024","4200","152.58","97.44","640836","409248"
"C4520","África","Togo","Ropa","Online","Media","5/18/2024","452096688","7/6/2024","4311","109.28","35.84","471106.08","154506.24"
"C9933","Asia","Myanmar","Material de oficina","Online","Baja","5/19/2024","993326127","7/7/2024","6130","651.21","524.96","3991917.3","3218004.8"
"C5265","Europa","Austria","Bebida","Online","Media","5/20/2024","526523911","7/8/2024","8981","47.45","31.79","426148.45","285505.99"
"C2882","Europa","Italy","Cárnicos","Offline","Alta","5/21/2024","288260066","7/9/2024","1414","421.89","364.69","596552.46","515671.66"
"C1602","Australia y Oceanía","Solomon Islands","Bebida","Online","Alta","5/22/2024","160264194","7/10/2024","4591","47.45","31.79","217842.95","145947.89"
"C6791","Asia","Thailand","Bebida","Online","Baja","5/23/2024","679107701","7/11/2024","1915","47.45","31.79","90866.75","60877.85"
"C2903","Australia y Oceanía","Vanuatu","Ropa","Offline","Baja","5/24/2024","290370213","7/12/2024","5854","109.28","35.84","639725.12","209807.36"
"C7183","Europa","Luxembourg","Ropa","Online","Baja","5/25/2024","718301856","7/13/2024","336","109.28","35.84","36718.08","12042.24"
"C5468","Europa","Spain","Verduras","Offline","Crítica","5/26/2024","546849906","7/14/2024","3894","154.06","90.93","599909.64","354081.42"
"C6549","África","Cameroon","Frutas","Online","Baja","5/27/2024","654997861","7/15/2024","7277","9.33","6.92","67894.41","50356.84"
"C1528","Europa","Cyprus","Bebida","Online","Crítica","5/28/2024","152819240","7/16/2024","1464","47.45","31.79","69466.8","46540.56"
"C1672","Asia","South Korea","Alimento infantil","Online","Crítica","5/29/2024","167209184","7/17/2024","9768","255.28","159.42","2493575.04","1557214.56"
"C8776","Asia","Indonesia","Cuidado personal","Online","Media","5/30/2024","877616918","7/18/2024","5203","81.73","56.67","425241.19","294854.01"
"C1671","África","Iran","Cárnicos","Offline","Alta","5/31/2024","167170989","7/19/2024","8465","421.89","364.69","3571298.85","3087100.85"
"C5721","Europa","Russia","Ropa","Offline","Media","6/1/2024","572198283","7/20/2024","5042","109.28","35.84","550989.76","180705.28"
"C4772","Europa","Moldova ","Ropa","Offline","Crítica","6/2/2024","477249372","7/21/2024","7549","109.28","35.84","824954.72","270556.16"
"C8380","África","Ethiopia","Bebida","Offline","Media","6/3/2024","838085019","7/22/2024","6836","47.45","31.79","324368.2","217316.44"
"C4379","Europa","Sweden","Cuidado personal","Offline","Media","6/4/2024","437914454","7/23/2024","7473","81.73","56.67","610768.29","423494.91"
"C3455","África","Zimbabwe","Bebida","Online","Media","6/5/2024","345530164","7/24/2024","8909","47.45","31.79","422732.05","283217.11"
"C5656","Europa","Montenegro","Frutas","Offline","Alta","6/6/2024","565668284","7/25/2024","2671","9.33","6.92","24920.43","18483.32"
"C5396","África","Iran","Ropa","Offline","Media","6/7/2024","539654290","7/26/2024","4552","109.28","35.84","497442.56","163143.68"
"C7770","África","The Gambia","Doméstico","Offline","Baja","6/8/2024","777065837","7/27/2024","9904","668.27","502.54","6618546.08","4977156.16"
"C1602","Australia y Oceanía","Solomon Islands","Bebida","Online","Alta","6/9/2024","160264194","7/28/2024","4591","47.45","31.79","217842.95","145947.89"
"C9487","África","Central African Republic","Cuidado personal","Offline","Alta","6/10/2024","948761546","7/29/2024","8480","81.73","56.67","693070.4","480561.6"
"C9270","África","Cape Verde","Snacks","Offline","Crítica","6/11/2024","927029645","7/30/2024","7527","152.58","97.44","1148469.66","733430.88"
"C2915","Asia","Taiwan","Frutas","Online","Media","6/12/2024","291558110","7/31/2024","7379","9.33","6.92","68846.07","51062.68"
"C9174","Asia","South Korea","Bebida","Offline","Alta","6/13/2024","917417895","8/1/2024","3197","47.45","31.79","151697.65","101632.63"
"C1468","Europa","Georgia","Bebida","Online","Alta","6/14/2024","146849286","8/2/2024","4822","47.45","31.79","228803.9","153291.38"
"C1853","África","Kenya","Ropa","Offline","Baja","6/15/2024","185303580","8/3/2024","4302","109.28","35.84","470122.56","154183.68"
"C7017","Asia","India","Verduras","Online","Media","6/16/2024","701739966","8/4/2024","9305","154.06","90.93","1433528.3","846103.65"
"C9226","África","Ghana","Cosméticos","Online","Media","6/17/2024","922643697","8/5/2024","9628","437.2","263.33","4209361.6","2535341.24"
"C3248","África","The Gambia","Cárnicos","Offline","Crítica","6/18/2024","324860417","8/6/2024","2271","421.89","364.69","958112.19","828210.99"
"C5222","África","Jordan","Cárnicos","Offline","Media","6/19/2024","522280871","8/7/2024","3371","421.89","364.69","1422191.19","1229369.99"
"C7020","África","Bahrain","Verduras","Online","Crítica","6/20/2024","702028787","8/8/2024","4773","154.06","90.93","735328.38","434008.89"
"C4972","África","Ethiopia","Snacks","Offline","Alta","6/21/2024","497225606","8/9/2024","8961","152.58","97.44","1367269.38","873159.84"
"C3214","Europa","Ireland","Snacks","Offline","Crítica","6/22/2024","321489417","8/10/2024","4718","152.58","97.44","719872.44","459721.92"
"C7751","Centroamérica y Caribe","Trinidad and Tobago","Doméstico","Online","Media","6/23/2024","775119197","8/11/2024","3850","668.27","502.54","2572839.5","1934779"
"C7854","Europa","Hungary","Cárnicos","Online","Media","6/24/2024","785446774","8/12/2024","10","421.89","364.69","4218.9","3646.9"
"C2463","Centroamérica y Caribe","El Salvador","Doméstico","Online","Alta","6/25/2024","246366965","8/13/2024","4315","668.27","502.54","2883585.05","2168460.1"
"C8512","Centroamérica y Caribe","Saint Lucia","Frutas","Offline","Baja","6/26/2024","851287925","8/14/2024","3869","9.33","6.92","36097.77","26773.48"
"C6469","Europa","Italy","Ropa","Offline","Media","6/27/2024","646918618","8/15/2024","6450","109.28","35.84","704856","231168"
"C2639","África","Republic of the Congo","Material de oficina","Offline","Crítica","6/28/2024","263930499","8/16/2024","1755","651.21","524.96","1142873.55","921304.8"
"C7662","Europa","Latvia","Doméstico","Offline","Crítica","6/29/2024","766228854","8/17/2024","3000","668.27","502.54","2004810","1507620"
"C5737","Asia","South Korea","Cosméticos","Online","Crítica","6/30/2024","573768556","8/18/2024","9721","437.2","263.33","4250021.2","2559830.93"
"C3493","Europa","Romania","Cosméticos","Online","Alta","7/1/2024","349350488","8/19/2024","9428","437.2","263.33","4121921.6","2482675.24"
"C5163","Europa","Hungary","Cuidado personal","Offline","Alta","7/2/2024","516319072","8/20/2024","9142","81.73","56.67","747175.66","518077.14"
"C6632","Europa","Iceland","Cárnicos","Online","Media","7/3/2024","663221728","8/21/2024","903","421.89","364.69","380966.67","329315.07"
"C8380","África","Ethiopia","Bebida","Offline","Media","7/4/2024","838085019","8/22/2024","6836","47.45","31.79","324368.2","217316.44"
"C2903","Australia y Oceanía","Vanuatu","Ropa","Offline","Baja","7/5/2024","290370213","8/23/2024","5854","109.28","35.84","639725.12","209807.36"
"C5396","África","Iran","Ropa","Offline","Media","7/6/2024","539654290","8/24/2024","4552","109.28","35.84","497442.56","163143.68"
"C4892","África","The Gambia","Cosméticos","Offline","Crítica","7/7/2024","489209020","8/25/2024","6675","437.2","263.33","2918310","1757727.75"
"C3950","Asia","Malaysia","Snacks","Online","Media","7/8/2024","395033872","8/26/2024","8156","152.58","97.44","1244442.48","794720.64"
"C1069","Centroamérica y Caribe","Dominican Republic","Ropa","Offline","Alta","7/9/2024","106919562","8/27/2024","8729","109.28","35.84","953905.12","312847.36"
"C1908","Europa","Malta","Cárnicos","Online","Alta","7/10/2024","190800607","8/28/2024","994","421.89","364.69","419358.66","362501.86"
"C1282","África","Botswana","Cereales","Offline","Baja","7/11/2024","128239905","8/29/2024","7893","205.7","117.11","1623590.1","924349.23"
"C2113","Europa","Netherlands","Cárnicos","Offline","Crítica","7/12/2024","211337316","8/30/2024","8263","421.89","364.69","3486077.07","3013433.47"
"C2649","África","South Sudan","Cosméticos","Online","Crítica","7/13/2024","264956605","8/31/2024","5402","437.2","263.33","2361754.4","1422508.66"
"C4267","Asia","Turkmenistan","Doméstico","Offline","Media","7/14/2024","426708829","9/1/2024","1480","668.27","502.54","989039.6","743759.2"
"C8216","África","Sierra Leone","Cosméticos","Offline","Media","7/15/2024","821671187","9/2/2024","9619","437.2","263.33","4205426.8","2532971.27"
"C5362","África","Iraq","Bebida","Online","Alta","7/16/2024","536287581","9/3/2024","8268","47.45","31.79","392316.6","262839.72"
"C8924","África","The Gambia","Material de oficina","Online","Alta","7/17/2024","892427861","9/4/2024","8091","651.21","524.96","5268940.11","4247451.36"
"C8394","Centroamérica y Caribe","Grenada","Cuidado personal","Offline","Crítica","7/18/2024","839443290","9/5/2024","8779","81.73","56.67","717507.67","497505.93"
"C5754","Centroamérica y Caribe","Cuba","Ropa","Offline","Alta","7/19/2024","575428092","9/6/2024","815","109.28","35.84","89063.2","29209.6"
"C2700","África","Yemen","Cuidado personal","Online","Media","7/20/2024","270005595","9/7/2024","9511","81.73","56.67","777334.03","538988.37"
"C1825","África","Iraq","Snacks","Offline","Crítica","7/21/2024","182575023","9/8/2024","6861","152.58","97.44","1046851.38","668535.84"
"C9709","África","Togo","Cuidado personal","Online","Media","7/22/2024","970932042","9/9/2024","9222","81.73","56.67","753714.06","522610.74"
"C3853","África","Burundi","Cosméticos","Offline","Crítica","7/23/2024","385319554","9/10/2024","3474","437.2","263.33","1518832.8","914808.42"
"C3205","África","Uganda","Doméstico","Online","Media","7/24/2024","320556437","9/11/2024","8628","668.27","502.54","5765833.56","4335915.12"
"C2521","Centroamérica y Caribe","Barbados","Snacks","Offline","Media","7/25/2024","252139508","9/12/2024","2538","152.58","97.44","387248.04","247302.72"
"C1708","Australia y Oceanía","Federated States of Micronesia","Frutas","Online","Crítica","7/26/2024","170842397","9/13/2024","4917","9.33","6.92","45875.61","34025.64"
"C7783","Centroamérica y Caribe","Saint Kitts and Nevis ","Cárnicos","Online","Crítica","7/27/2024","778371751","9/14/2024","6353","421.89","364.69","2680267.17","2316875.57"
"C7456","África","Mauritania","Frutas","Offline","Baja","7/28/2024","745633351","9/15/2024","8333","9.33","6.92","77746.89","57664.36"
"C3324","Centroamérica y Caribe","Haiti","Doméstico","Online","Crítica","7/29/2024","332489478","9/16/2024","9880","668.27","502.54","6602507.6","4965095.2"
"C7196","África","Rwanda","Cereales","Offline","Media","7/30/2024","719609487","9/17/2024","7293","205.7","117.11","1500170.1","854083.23"
"C5967","Asia","Vietnam","Frutas","Online","Baja","7/31/2024","596766889","9/18/2024","5439","9.33","6.92","50745.87","37637.88"
"C2397","Asia","Indonesia","Ropa","Online","Alta","8/1/2024","239782893","9/19/2024","5941","109.28","35.84","649232.48","212925.44"
"C1314","Europa","Greece","Doméstico","Online","Baja","8/2/2024","131419074","9/20/2024","8679","668.27","502.54","5799915.33","4361544.66"
"C6220","Australia y Oceanía","Australia","Verduras","Offline","Alta","8/3/2024","622071492","9/21/2024","3633","154.06","90.93","559699.98","330348.69"
"C2328","Asia","South Korea","Cuidado personal","Online","Crítica","8/4/2024","232810437","9/22/2024","2637","81.73","56.67","215522.01","149438.79"
"C6796","África","Mozambique","Verduras","Online","Crítica","8/5/2024","679652726","9/23/2024","3200","154.06","90.93","492992","290976"
"C2297","Europa","Lithuania","Doméstico","Online","Baja","8/6/2024","229708516","9/24/2024","4709","668.27","502.54","3146883.43","2366460.86"
"C6742","África","Saudi Arabia","Frutas","Online","Alta","8/7/2024","674206769","9/25/2024","1620","9.33","6.92","15114.6","11210.4"
"C2649","África","South Sudan","Cosméticos","Online","Crítica","8/8/2024","264956605","9/26/2024","5402","437.2","263.33","2361754.4","1422508.66"
"C2190","Europa","Macedonia","Doméstico","Offline","Baja","8/9/2024","219083964","9/27/2024","668","668.27","502.54","446404.36","335696.72"
"C1796","África","Mali","Cárnicos","Offline","Crítica","8/10/2024","179614293","9/28/2024","716","421.89","364.69","302073.24","261118.04"
"C9470","África","Lesotho","Frutas","Offline","Alta","8/11/2024","947097718","9/29/2024","6116","9.33","6.92","57062.28","42322.72"
"C8512","Centroamérica y Caribe","Saint Lucia","Frutas","Offline","Baja","8/12/2024","851287925","9/30/2024","3869","9.33","6.92","36097.77","26773.48"
"C2700","África","Yemen","Cuidado personal","Online","Media","8/13/2024","270005595","10/1/2024","9511","81.73","56.67","777334.03","538988.37"
"C9311","África","South Sudan","Frutas","Offline","Baja","8/14/2024","931131064","10/2/2024","1229","9.33","6.92","11466.57","8504.68"
"C5400","Australia y Oceanía","Solomon Islands","Doméstico","Offline","Alta","8/15/2024","540046966","10/3/2024","753","668.27","502.54","503207.31","378412.62"
"C2716","Norteamérica","Greenland","Cárnicos","Online","Media","8/16/2024","271611917","10/4/2024","4857","421.89","364.69","2049119.73","1771299.33"
"C7609","África","Malawi","Alimento infantil","Online","Baja","8/17/2024","760907781","10/5/2024","8376","255.28","159.42","2138225.28","1335301.92"
"C6849","África","Burundi","Cosméticos","Offline","Crítica","8/18/2024","684902131","10/6/2024","6615","437.2","263.33","2892078","1741927.95"
"C7020","África","Bahrain","Verduras","Online","Crítica","8/19/2024","702028787","10/7/2024","4773","154.06","90.93","735328.38","434008.89"
"C8537","Australia y Oceanía","East Timor","Snacks","Online","Media","8/20/2024","853798043","10/8/2024","6669","152.58","97.44","1017556.02","649827.36"
"C1529","Europa","Ukraine","Frutas","Offline","Crítica","8/21/2024","152920091","10/9/2024","1308","9.33","6.92","12203.64","9051.36"
"C7789","África","Mauritania","Cárnicos","Online","Media","8/22/2024","778919780","10/10/2024","8527","421.89","364.69","3597456.03","3109711.63"
"C4699","Europa","Italy","Alimento infantil","Offline","Baja","8/23/2024","469914281","10/11/2024","6933","255.28","159.42","1769856.24","1105258.86"
"C9826","África","Mozambique","Ropa","Online","Media","8/24/2024","982617461","10/12/2024","7198","109.28","35.84","786597.44","257976.32"
"C5958","Centroamérica y Caribe","Dominica","Cosméticos","Online","Crítica","8/25/2024","595835196","10/13/2024","9730","437.2","263.33","4253956","2562200.9"
"C1627","África","Malawi","Bebida","Online","Alta","8/26/2024","162745130","10/14/2024","8755","47.45","31.79","415424.75","278321.45"
"C4939","África","Guinea-Bissau","Material de oficina","Online","Baja","8/27/2024","493988502","10/15/2024","1030","651.21","524.96","670746.3","540708.8"
"C1344","África","Guinea","Cereales","Offline","Crítica","8/28/2024","134441602","10/16/2024","3112","205.7","117.11","640138.4","364446.32"
"C8546","África","Kuwait","Cosméticos","Online","Baja","8/29/2024","854614722","10/17/2024","8343","437.2","263.33","3647559.6","2196962.19"
"C6433","Centroamérica y Caribe","Guatemala","Bebida","Offline","Crítica","8/30/2024","643387544","10/18/2024","1527","47.45","31.79","72456.15","48543.33"
"C4157","África","Saudi Arabia","Verduras","Online","Crítica","8/31/2024","415760695","10/19/2024","1684","154.06","90.93","259437.04","153126.12"
"C9709","África","Togo","Cuidado personal","Online","Media","9/1/2024","970932042","10/20/2024","9222","81.73","56.67","753714.06","522610.74"
"C7023","Europa","Belgium","Ropa","Offline","Media","9/2/2024","702359235","10/21/2024","2560","109.28","35.84","279756.8","91750.4"
"C9637","Australia y Oceanía","Nauru","Doméstico","Online","Media","9/3/2024","963766896","10/22/2024","8896","668.27","502.54","5944929.92","4470595.84"
"C7609","África","Malawi","Alimento infantil","Online","Baja","9/4/2024","760907781","10/23/2024","8376","255.28","159.42","2138225.28","1335301.92"
"C4776","África","Qatar","Cosméticos","Offline","Alta","9/5/2024","477683675","10/24/2024","6069","437.2","263.33","2653366.8","1598149.77"
"C2289","Asia","India","Ropa","Offline","Alta","9/6/2024","228987109","10/25/2024","1229","109.28","35.84","134305.12","44047.36"
"C7450","Australia y Oceanía","Solomon Islands","Frutas","Offline","Alta","9/7/2024","745095622","10/26/2024","9207","9.33","6.92","85901.31","63712.44"
"C7505","Asia","Singapore","Ropa","Offline","Crítica","9/8/2024","750512397","10/27/2024","2151","109.28","35.84","235061.28","77091.84"
"C3248","África","The Gambia","Cárnicos","Offline","Crítica","9/9/2024","324860417","10/28/2024","2271","421.89","364.69","958112.19","828210.99"
"C1968","Europa","Montenegro","Ropa","Offline","Media","9/10/2024","196863257","10/29/2024","5067","109.28","35.84","553721.76","181601.28"
"C2185","Europa","Luxembourg","Material de oficina","Offline","Alta","9/11/2024","218533360","10/30/2024","7733","651.21","524.96","5035806.93","4059515.68"
"C8977","Norteamérica","Canada","Bebida","Online","Media","9/12/2024","897720181","10/31/2024","4206","47.45","31.79","199574.7","133708.74"
"C4379","Europa","Sweden","Cuidado personal","Offline","Media","9/13/2024","437914454","11/1/2024","7473","81.73","56.67","610768.29","423494.91"
"C5575","Europa","Albania","Frutas","Offline","Crítica","9/14/2024","557524669","11/2/2024","2794","9.33","6.92","26068.02","19334.48"
"C1184","África","Liberia","Doméstico","Offline","Alta","9/15/2024","118491685","11/3/2024","3178","668.27","502.54","2123762.06","1597072.12"
"C2082","Asia","Japan","Cuidado personal","Offline","Baja","9/16/2024","208216083","11/4/2024","4621","81.73","56.67","377674.33","261872.07"
"C4645","África","The Gambia","Cosméticos","Online","Crítica","9/17/2024","464588487","11/5/2024","912","437.2","263.33","398726.4","240156.96"
"C8219","África","Swaziland","Cosméticos","Offline","Crítica","9/18/2024","821956574","11/6/2024","4071","437.2","263.33","1779841.2","1072016.43"
"C6773","África","Equatorial Guinea","Cárnicos","Online","Crítica","9/19/2024","677342164","11/7/2024","9453","421.89","364.69","3988126.17","3447414.57"
"C8517","Asia","Singapore","Cereales","Online","Crítica","9/20/2024","851753556","11/8/2024","1660","205.7","117.11","341462","194402.6"
"C1750","África","Iraq","Verduras","Online","Alta","9/21/2024","175078141","11/9/2024","8367","154.06","90.93","1289020.02","760811.31"
"C9610","Centroamérica y Caribe","Guatemala","Bebida","Online","Alta","9/22/2024","961049926","11/10/2024","4885","47.45","31.79","231793.25","155294.15"
"C8676","Europa","Lithuania","Alimento infantil","Offline","Baja","9/23/2024","867641246","11/11/2024","3180","255.28","159.42","811790.4","506955.6"
"C3531","Australia y Oceanía","Nauru","Cárnicos","Online","Crítica","9/24/2024","353145921","11/12/2024","2580","421.89","364.69","1088476.2","940900.2"
"C8926","Europa","Portugal","Bebida","Online","Media","9/25/2024","892692220","11/13/2024","6320","47.45","31.79","299884","200912.8"
"C8423","Australia y Oceanía","Samoa ","Material de oficina","Online","Alta","9/26/2024","842362391","11/14/2024","2606","651.21","524.96","1697053.26","1368045.76"
"C8598","África","Libya","Ropa","Offline","Alta","9/27/2024","859830653","11/15/2024","1852","109.28","35.84","202386.56","66375.68"
"C4484","África","Chad","Cereales","Online","Media","9/28/2024","448416268","11/16/2024","5193","205.7","117.11","1068200.1","608152.23"
"C4157","África","Saudi Arabia","Verduras","Online","Crítica","9/29/2024","415760695","11/17/2024","1684","154.06","90.93","259437.04","153126.12"
"C9621","África","South Sudan","Cuidado personal","Offline","Baja","9/30/2024","962162721","11/18/2024","4185","81.73","56.67","342040.05","237163.95"
"C7183","Europa","Luxembourg","Ropa","Online","Baja","10/1/2024","718301856","11/19/2024","336","109.28","35.84","36718.08","12042.24"
"C9328","África","Eritrea","Snacks","Online","Baja","10/2/2024","932800900","11/20/2024","5370","152.58","97.44","819354.6","523252.8"
"C8637","Europa","Czech Republic","Material de oficina","Offline","Alta","10/3/2024","863766849","11/21/2024","6660","651.21","524.96","4337058.6","3496233.6"
"C6730","Europa","Romania","Verduras","Offline","Media","10/4/2024","673044621","11/22/2024","7715","154.06","90.93","1188572.9","701524.95"
"C9836","África","Lebanon","Material de oficina","Online","Baja","10/5/2024","983676612","11/23/2024","624","651.21","524.96","406355.04","327575.04"
"C8216","África","Sierra Leone","Cosméticos","Offline","Media","10/6/2024","821671187","11/24/2024","9619","437.2","263.33","4205426.8","2532971.27"
"C6081","Centroamérica y Caribe","Barbados","Frutas","Offline","Crítica","10/7/2024","608148467","11/25/2024","3501","9.33","6.92","32664.33","24226.92"
"C9709","África","Togo","Cuidado personal","Online","Media","10/8/2024","970932042","11/26/2024","9222","81.73","56.67","753714.06","522610.74"
"C1825","África","Iraq","Snacks","Offline","Crítica","10/9/2024","182575023","11/27/2024","6861","152.58","97.44","1046851.38","668535.84"
"C1203","África","Lesotho","Snacks","Offline","Crítica","10/10/2024","120351636","11/28/2024","3578","152.58","97.44","545931.24","348640.32"
"C2886","Europa","Italy","Verduras","Offline","Alta","10/11/2024","288654887","11/29/2024","8251","154.06","90.93","1271149.06","750263.43"
"C4899","Centroamérica y Caribe","El Salvador","Cuidado personal","Offline","Alta","10/12/2024","489902532","11/30/2024","1901","81.73","56.67","155368.73","107729.67"
"C4396","Australia y Oceanía","Vanuatu","Cárnicos","Online","Crítica","10/13/2024","439667975","12/1/2024","6379","421.89","364.69","2691236.31","2326357.51"
"C4443","Asia","Taiwan","Snacks","Offline","Crítica","10/14/2024","444336736","12/2/2024","7969","152.58","97.44","1215910.02","776499.36"
"C7310","Australia y Oceanía","Federated States of Micronesia","Cosméticos","Offline","Crítica","10/15/2024","731011664","12/3/2024","1451","437.2","263.33","634377.2","382091.83"
"C5565","África","Mauritius ","Doméstico","Offline","Crítica","10/16/2024","556580960","12/4/2024","3529","668.27","502.54","2358324.83","1773463.66"
"C5882","Europa","Malta","Cárnicos","Online","Media","10/17/2024","588242185","12/5/2024","2789","421.89","364.69","1176651.21","1017120.41"
"C8880","África","Botswana","Cuidado personal","Online","Crítica","10/18/2024","888059937","12/6/2024","5525","81.73","56.67","451558.25","313101.75"
"C3728","Europa","Spain","Cosméticos","Online","Baja","10/19/2024","372889983","12/7/2024","5287","437.2","263.33","2311476.4","1392225.71"
"C7601","Australia y Oceanía","Papua New Guinea","Cuidado personal","Offline","Baja","10/20/2024","760131013","12/8/2024","8513","81.73","56.67","695767.49","482431.71"
"C8055","Norteamérica","Greenland","Ropa","Online","Crítica","10/21/2024","805596816","12/9/2024","2855","109.28","35.84","311994.4","102323.2"
"C8124","Europa","San Marino","Frutas","Online","Baja","10/22/2024","812408769","12/10/2024","8663","9.33","6.92","80825.79","59947.96"
"C2700","África","Yemen","Cuidado personal","Online","Media","10/23/2024","270005595","12/11/2024","9511","81.73","56.67","777334.03","538988.37"
"C2897","Europa","Switzerland","Bebida","Offline","Alta","10/24/2024","289702451","12/12/2024","8248","47.45","31.79","391367.6","262203.92"
"C6951","Australia y Oceanía","Solomon Islands","Doméstico","Offline","Alta","10/25/2024","695179069","12/13/2024","7790","668.27","502.54","5205823.3","3914786.6"
"C5362","África","Iraq","Bebida","Online","Alta","10/26/2024","536287581","12/14/2024","8268","47.45","31.79","392316.6","262839.72"
"C1498","Asia","Uzbekistan","Cuidado personal","Offline","Alta","10/27/2024","149803578","12/15/2024","9063","81.73","56.67","740718.99","513600.21"
"C1671","África","Iran","Cárnicos","Offline","Alta","10/28/2024","167170989","12/16/2024","8465","421.89","364.69","3571298.85","3087100.85"
"C4811","Centroamérica y Caribe","Jamaica","Snacks","Offline","Alta","10/29/2024","481168830","12/17/2024","7404","152.58","97.44","1129702.32","721445.76"
"C9360","Asia","Laos","Frutas","Offline","Alta","10/30/2024","936022126","12/18/2024","8602","9.33","6.92","80256.66","59525.84"
"C9962","Europa","Cyprus","Cereales","Offline","Media","10/31/2024","996237075","12/19/2024","7544","205.7","117.11","1551800.8","883477.84"
"C5246","Australia y Oceanía","New Zealand","Verduras","Offline","Crítica","11/1/2024","524612033","12/20/2024","3213","154.06","90.93","494994.78","292158.09"
"C2700","África","Yemen","Cuidado personal","Online","Media","11/2/2024","270005595","12/21/2024","9511","81.73","56.67","777334.03","538988.37"
"C8591","Europa","Portugal","Doméstico","Offline","Media","11/3/2024","859151303","12/22/2024","818","668.27","502.54","546644.86","411077.72"
"C3721","Norteamérica","Mexico","Frutas","Offline","Media","11/4/2024","372177588","12/23/2024","4474","9.33","6.92","41742.42","30960.08"
"C3715","Centroamérica y Caribe","Trinidad and Tobago","Alimento infantil","Online","Alta","11/5/2024","371547162","12/24/2024","7917","255.28","159.42","2021051.76","1262128.14"
"C8535","Asia","Bangladesh","Frutas","Offline","Alta","11/6/2024","853583896","12/25/2024","3298","9.33","6.92","30770.34","22822.16"
"C4699","Europa","Romania","Bebida","Offline","Alta","11/7/2024","469912993","12/26/2024","6552","47.45","31.79","310892.4","208288.08"
"C9073","Australia y Oceanía","Samoa ","Verduras","Offline","Crítica","11/8/2024","907371413","12/27/2024","220","154.06","90.93","33893.2","20004.6"
"C2880","África","Tunisia ","Alimento infantil","Offline","Media","11/9/2024","288069951","12/28/2024","5155","255.28","159.42","1315968.4","821810.1"
"C3723","Europa","Italy","Bebida","Online","Alta","11/10/2024","372393023","12/29/2024","8226","47.45","31.79","390323.7","261504.54"
"C4939","África","Guinea-Bissau","Material de oficina","Online","Baja","11/11/2024","493988502","12/30/2024","1030","651.21","524.96","670746.3","540708.8"
"C4582","Centroamérica y Caribe","Costa Rica","Snacks","Offline","Media","11/12/2024","458289372","12/31/2024","6864","152.58","97.44","1047309.12","668828.16"
"C1879","Europa","Cyprus","Bebida","Online","Media","11/13/2024","187923991","1/1/2025","9740","47.45","31.79","462163","309634.6"
"C3527","África","Burundi","Cárnicos","Offline","Alta","11/14/2024","352765691","1/2/2025","62","421.89","364.69","26157.18","22610.78"
"C5348","Centroamérica y Caribe","Dominican Republic","Snacks","Offline","Crítica","11/15/2024","534899270","1/3/2025","7436","152.58","97.44","1134584.88","724563.84"
"C1526","Australia y Oceanía","Papua New Guinea","Bebida","Online","Alta","11/16/2024","152694785","1/4/2025","4635","47.45","31.79","219930.75","147346.65"
"C7197","Australia y Oceanía","Samoa ","Cereales","Online","Crítica","11/17/2024","719784152","1/5/2025","8981","205.7","117.11","1847391.7","1051764.91"
"C9614","África","Swaziland","Alimento infantil","Online","Crítica","11/18/2024","961403977","1/6/2025","9656","255.28","159.42","2464983.68","1539359.52"
"C7726","Asia","Malaysia","Cosméticos","Online","Media","11/19/2024","772660577","1/7/2025","6290","437.2","263.33","2749988","1656345.7"
"C1879","Europa","Cyprus","Bebida","Online","Media","11/20/2024","187923991","1/8/2025","9740","47.45","31.79","462163","309634.6"
"C4972","África","Ethiopia","Snacks","Offline","Alta","11/21/2024","497225606","1/9/2025","8961","152.58","97.44","1367269.38","873159.84"
"C1873","Centroamérica y Caribe","Cuba","Snacks","Offline","Media","11/22/2024","187358796","1/10/2025","2486","152.58","97.44","379313.88","242235.84"
"C5156","Europa","Lithuania","Cereales","Offline","Baja","11/23/2024","515648305","1/11/2025","647","205.7","117.11","133087.9","75770.17"
"C3954","Europa","Finland","Bebida","Online","Crítica","11/24/2024","395414102","1/12/2025","674","47.45","31.79","31981.3","21426.46"
"C8292","África","Republic of the Congo","Bebida","Online","Baja","11/25/2024","829201543","1/13/2025","8018","47.45","31.79","380454.1","254892.22"
